mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,param_svm__kernel,param_svm__probability,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.986184040705363,1.061543652853375,0.15128231048583984,0.009663599437959382,0.1,scale,linear,True,"{'svm__C': 0.1, 'svm__gamma': 'scale', 'svm__kernel': 'linear', 'svm__probability': True}",0.417910447761194,0.3333333333333333,0.4180327868852459,0.3897588559932578,0.039898900964809816,7
6.329266309738159,0.7481233389364488,1.0242862701416016,0.05024502968401665,0.1,scale,rbf,True,"{'svm__C': 0.1, 'svm__gamma': 'scale', 'svm__kernel': 'rbf', 'svm__probability': True}",0.0,0.0,0.0,0.0,0.0,23
4.873990535736084,0.45827219021502924,0.5281213919321696,0.08004125200075526,0.1,scale,poly,True,"{'svm__C': 0.1, 'svm__gamma': 'scale', 'svm__kernel': 'poly', 'svm__probability': True}",0.0,0.0,0.03361344537815126,0.011204481792717087,0.015845530110622914,21
4.560683806737264,0.7445574217687511,0.14618515968322754,0.022085955581697198,0.1,auto,linear,True,"{'svm__C': 0.1, 'svm__gamma': 'auto', 'svm__kernel': 'linear', 'svm__probability': True}",0.417910447761194,0.3333333333333333,0.4180327868852459,0.3897588559932578,0.039898900964809816,7
6.0077141125996905,0.20948691782723866,0.9593228499094645,0.19989732542458202,0.1,auto,rbf,True,"{'svm__C': 0.1, 'svm__gamma': 'auto', 'svm__kernel': 'rbf', 'svm__probability': True}",0.0,0.0,0.0,0.0,0.0,23
3.802027463912964,0.28103846211046024,0.44818870226542157,0.06719752973504324,0.1,auto,poly,True,"{'svm__C': 0.1, 'svm__gamma': 'auto', 'svm__kernel': 'poly', 'svm__probability': True}",0.0,0.0,0.03361344537815126,0.011204481792717087,0.015845530110622914,21
3.1648157437642417,0.23278685687442502,0.12064631779988606,0.02535040870188988,1.0,scale,linear,True,"{'svm__C': 1, 'svm__gamma': 'scale', 'svm__kernel': 'linear', 'svm__probability': True}",0.46078431372549017,0.3474178403755869,0.4,0.4027340513670257,0.04632202929929225,1
5.8484532833099365,0.2605041416772138,0.7850979169209799,0.19918379852922896,1.0,scale,rbf,True,"{'svm__C': 1, 'svm__gamma': 'scale', 'svm__kernel': 'rbf', 'svm__probability': True}",0.3314285714285714,0.3681592039800995,0.2569832402234637,0.31885700521071153,0.0462497346816298,17
4.273397604624431,0.45789137649833556,0.4191332658131917,0.00650030028305306,1.0,scale,poly,True,"{'svm__C': 1, 'svm__gamma': 'scale', 'svm__kernel': 'poly', 'svm__probability': True}",0.18055555555555555,0.32941176470588235,0.2077922077922078,0.2392531760178819,0.06471417743649951,19
4.793774684270223,0.790013319436672,0.14652013778686523,0.07729839208983715,1.0,auto,linear,True,"{'svm__C': 1, 'svm__gamma': 'auto', 'svm__kernel': 'linear', 'svm__probability': True}",0.46078431372549017,0.3474178403755869,0.4,0.4027340513670257,0.04632202929929225,1
6.058817545572917,0.7506346113405953,1.2574717998504639,0.05818810912844331,1.0,auto,rbf,True,"{'svm__C': 1, 'svm__gamma': 'auto', 'svm__kernel': 'rbf', 'svm__probability': True}",0.3314285714285714,0.3681592039800995,0.2569832402234637,0.31885700521071153,0.0462497346816298,17
4.572158892949422,1.5729955285330686,0.4425642490386963,0.10803839860307958,1.0,auto,poly,True,"{'svm__C': 1, 'svm__gamma': 'auto', 'svm__kernel': 'poly', 'svm__probability': True}",0.18055555555555555,0.32941176470588235,0.2077922077922078,0.2392531760178819,0.06471417743649951,19
3.957738002141317,0.12035484845328627,0.1716301441192627,0.013233779650513413,10.0,scale,linear,True,"{'svm__C': 10, 'svm__gamma': 'scale', 'svm__kernel': 'linear', 'svm__probability': True}",0.46078431372549017,0.3474178403755869,0.4,0.4027340513670257,0.04632202929929225,1
6.89979871114095,0.47624619667966817,0.9902457396189371,0.10282832477366535,10.0,scale,rbf,True,"{'svm__C': 10, 'svm__gamma': 'scale', 'svm__kernel': 'rbf', 'svm__probability': True}",0.40404040404040403,0.39215686274509803,0.37073170731707317,0.3889763247008584,0.013782940809562372,9
5.145578543345134,0.7380214016887265,0.4579436779022217,0.06635778083002043,10.0,scale,poly,True,"{'svm__C': 10, 'svm__gamma': 'scale', 'svm__kernel': 'poly', 'svm__probability': True}",0.3564356435643564,0.44933920704845814,0.34196891191709844,0.38258125417663774,0.047573030068626045,13
4.749895095825195,0.7265642223460589,0.14974204699198404,0.05538730269463299,10.0,auto,linear,True,"{'svm__C': 10, 'svm__gamma': 'auto', 'svm__kernel': 'linear', 'svm__probability': True}",0.46078431372549017,0.3474178403755869,0.4,0.4027340513670257,0.04632202929929225,1
6.148624738057454,1.3834773890220513,0.8263111114501953,0.13841919274189335,10.0,auto,rbf,True,"{'svm__C': 10, 'svm__gamma': 'auto', 'svm__kernel': 'rbf', 'svm__probability': True}",0.40404040404040403,0.39215686274509803,0.37073170731707317,0.3889763247008584,0.013782940809562372,9
5.814103126525879,0.20421705823768044,0.47352878252665204,0.026491025765929002,10.0,auto,poly,True,"{'svm__C': 10, 'svm__gamma': 'auto', 'svm__kernel': 'poly', 'svm__probability': True}",0.3564356435643564,0.44933920704845814,0.34196891191709844,0.38258125417663774,0.047573030068626045,13
4.431364854176839,0.5594496239082778,0.1648100217183431,0.048572572915769045,100.0,scale,linear,True,"{'svm__C': 100, 'svm__gamma': 'scale', 'svm__kernel': 'linear', 'svm__probability': True}",0.46078431372549017,0.3474178403755869,0.4,0.4027340513670257,0.04632202929929225,1
6.303049325942993,0.26496649451015586,0.6817198594411215,0.18322104352879412,100.0,scale,rbf,True,"{'svm__C': 100, 'svm__gamma': 'scale', 'svm__kernel': 'rbf', 'svm__probability': True}",0.40404040404040403,0.39215686274509803,0.35294117647058826,0.3830461477520301,0.021833256137089578,11
4.371262868245442,0.6226099690878776,0.37282276153564453,0.08098668963153897,100.0,scale,poly,True,"{'svm__C': 100, 'svm__gamma': 'scale', 'svm__kernel': 'poly', 'svm__probability': True}",0.3564356435643564,0.44052863436123346,0.3402061855670103,0.37905682116420003,0.04396920657323814,15
4.657602787017822,0.6568737465166964,0.1027523676554362,0.028465096815413263,100.0,auto,linear,True,"{'svm__C': 100, 'svm__gamma': 'auto', 'svm__kernel': 'linear', 'svm__probability': True}",0.46078431372549017,0.3474178403755869,0.4,0.4027340513670257,0.04632202929929225,1
4.880369822184245,0.13460202669582844,0.6239600976308187,0.10073366231441121,100.0,auto,rbf,True,"{'svm__C': 100, 'svm__gamma': 'auto', 'svm__kernel': 'rbf', 'svm__probability': True}",0.40404040404040403,0.39215686274509803,0.35294117647058826,0.3830461477520301,0.021833256137089578,11
4.161454041798909,0.22208657628769884,0.1581421693166097,0.05944756751993581,100.0,auto,poly,True,"{'svm__C': 100, 'svm__gamma': 'auto', 'svm__kernel': 'poly', 'svm__probability': True}",0.3564356435643564,0.44052863436123346,0.3402061855670103,0.37905682116420003,0.04396920657323814,15
